id,neighborhood,room_type,price,rating,review_text
4552,Parramatta,Shared room,322.07,3.1,"Quiet and peaceful, the perfect romantic getaway."
4553,Bondi,Shared room,448.01,3.2,Extremely clean and modern apartment with high-speed wifi.
4554,Surry Hills,Private room,419.91,2.9,"Quiet and peaceful, the perfect romantic getaway."
4555,Surry Hills,Shared room,768.37,2.8,"Basic room, clean but tiny. The host was very friendly."
4556,Newtown,Shared room,148.86,4.4,"Very noisy and bustling, great for nightlife but hard to sleep."
4557,Bondi,Shared room,536.64,3.7,"Basic room, clean but tiny. The host was very friendly."
4558,Parramatta,Entire home/apt,772.68,2.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4559,Manly,Shared room,300.17,3.4,"Quiet and peaceful, the perfect romantic getaway."
4560,Bondi,Shared room,459.95,3.7,Luxury villa with a pool and ocean views. Incredible experience.
4561,Bondi,Entire home/apt,351.85,4.7,"Very noisy and bustling, great for nightlife but hard to sleep."
4562,Bondi,Shared room,490.37,3.9,"Basic room, clean but tiny. The host was very friendly."
4563,Bondi,Private room,302.51,3.3,"Terrible experience, the place was dirty and loud."
4564,Newtown,Shared room,487.68,3.3,"Terrible experience, the place was dirty and loud."
4565,Bondi,Shared room,134.03,4.1,A bit outdated but very affordable and cozy.
4566,Newtown,Entire home/apt,100.45,4.0,"Terrible experience, the place was dirty and loud."
4567,Manly,Private room,214.92,3.5,Extremely clean and modern apartment with high-speed wifi.
4568,Bondi,Shared room,485.64,4.7,Extremely clean and modern apartment with high-speed wifi.
4569,Darlinghurst,Private room,254.5,2.9,"Quiet and peaceful, the perfect romantic getaway."
4570,Parramatta,Entire home/apt,789.47,3.2,"Quiet and peaceful, the perfect romantic getaway."
4571,Surry Hills,Shared room,440.55,4.9,"Terrible experience, the place was dirty and loud."
4572,Parramatta,Shared room,89.87,3.3,Extremely clean and modern apartment with high-speed wifi.
4573,Bondi,Entire home/apt,258.99,3.0,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4574,Darlinghurst,Private room,289.32,3.9,"Basic room, clean but tiny. The host was very friendly."
4575,Surry Hills,Entire home/apt,545.24,4.8,"Quiet and peaceful, the perfect romantic getaway."
4576,Newtown,Entire home/apt,523.08,3.4,"Terrible experience, the place was dirty and loud."
4577,Darlinghurst,Shared room,403.01,4.1,A bit outdated but very affordable and cozy.
4578,Bondi,Entire home/apt,211.6,3.4,"Quiet and peaceful, the perfect romantic getaway."
4579,Bondi,Private room,86.35,3.5,Luxury villa with a pool and ocean views. Incredible experience.
4580,Manly,Entire home/apt,478.5,4.5,Extremely clean and modern apartment with high-speed wifi.
4581,Parramatta,Shared room,99.25,2.6,"Terrible experience, the place was dirty and loud."
4582,Darlinghurst,Entire home/apt,252.12,4.0,"Basic room, clean but tiny. The host was very friendly."
4583,Manly,Private room,723.45,4.2,"Very noisy and bustling, great for nightlife but hard to sleep."
4584,Darlinghurst,Private room,143.12,3.6,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4585,Bondi,Private room,101.41,3.5,A bit outdated but very affordable and cozy.
4586,Newtown,Private room,77.99,3.4,"Very noisy and bustling, great for nightlife but hard to sleep."
4587,Newtown,Private room,395.13,3.8,"Basic room, clean but tiny. The host was very friendly."
4588,Surry Hills,Entire home/apt,616.85,3.2,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4589,Darlinghurst,Private room,133.95,4.8,"Quiet and peaceful, the perfect romantic getaway."
4590,Parramatta,Shared room,599.21,2.8,A bit outdated but very affordable and cozy.
4591,Bondi,Shared room,745.48,3.1,Extremely clean and modern apartment with high-speed wifi.
4592,Parramatta,Shared room,646.26,4.0,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4593,Surry Hills,Shared room,249.67,5.0,"Very noisy and bustling, great for nightlife but hard to sleep."
4594,Surry Hills,Private room,599.6,2.5,"Basic room, clean but tiny. The host was very friendly."
4595,Newtown,Private room,149.4,4.8,"Quiet and peaceful, the perfect romantic getaway."
4596,Manly,Entire home/apt,254.42,2.5,Extremely clean and modern apartment with high-speed wifi.
4597,Newtown,Private room,546.3,3.8,A bit outdated but very affordable and cozy.
4598,Newtown,Private room,653.23,4.9,"Very noisy and bustling, great for nightlife but hard to sleep."
4599,Newtown,Private room,389.11,3.3,"Quiet and peaceful, the perfect romantic getaway."
4600,Darlinghurst,Private room,284.7,4.7,"Quiet and peaceful, the perfect romantic getaway."
4601,Parramatta,Entire home/apt,654.92,4.0,Extremely clean and modern apartment with high-speed wifi.
4602,Parramatta,Entire home/apt,193.25,3.5,Luxury villa with a pool and ocean views. Incredible experience.
4603,Manly,Shared room,348.36,4.1,"Terrible experience, the place was dirty and loud."
4604,Darlinghurst,Private room,799.96,2.8,"Quiet and peaceful, the perfect romantic getaway."
4605,Parramatta,Shared room,798.15,4.5,"Very noisy and bustling, great for nightlife but hard to sleep."
4606,Darlinghurst,Private room,734.68,3.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4607,Bondi,Entire home/apt,465.01,5.0,"Very noisy and bustling, great for nightlife but hard to sleep."
4608,Darlinghurst,Shared room,657.25,3.6,A bit outdated but very affordable and cozy.
4609,Newtown,Private room,134.45,2.8,"Quiet and peaceful, the perfect romantic getaway."
4610,Surry Hills,Shared room,704.15,4.7,"Quiet and peaceful, the perfect romantic getaway."
4611,Newtown,Private room,282.29,4.0,Luxury villa with a pool and ocean views. Incredible experience.
4612,Parramatta,Shared room,792.31,3.1,"Terrible experience, the place was dirty and loud."
4613,Parramatta,Shared room,111.45,2.5,"Very noisy and bustling, great for nightlife but hard to sleep."
4614,Parramatta,Shared room,673.91,4.0,"Basic room, clean but tiny. The host was very friendly."
4615,Parramatta,Shared room,128.96,2.8,A bit outdated but very affordable and cozy.
4616,Surry Hills,Shared room,460.84,4.7,"Terrible experience, the place was dirty and loud."
4617,Surry Hills,Private room,532.5,4.6,Luxury villa with a pool and ocean views. Incredible experience.
4618,Newtown,Shared room,789.75,4.1,"Terrible experience, the place was dirty and loud."
4619,Manly,Private room,580.91,4.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4620,Darlinghurst,Shared room,206.69,4.4,Extremely clean and modern apartment with high-speed wifi.
4621,Bondi,Private room,633.36,3.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4622,Darlinghurst,Private room,624.78,4.0,Extremely clean and modern apartment with high-speed wifi.
4623,Newtown,Shared room,762.16,3.8,"Very noisy and bustling, great for nightlife but hard to sleep."
4624,Bondi,Entire home/apt,735.74,3.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4625,Manly,Entire home/apt,758.14,2.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4626,Newtown,Private room,476.49,5.0,"Very noisy and bustling, great for nightlife but hard to sleep."
4627,Darlinghurst,Private room,650.59,3.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4628,Parramatta,Entire home/apt,488.05,2.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4629,Manly,Shared room,765.07,4.3,"Very noisy and bustling, great for nightlife but hard to sleep."
4630,Parramatta,Shared room,80.84,4.4,"Basic room, clean but tiny. The host was very friendly."
4631,Surry Hills,Shared room,414.02,2.9,Luxury villa with a pool and ocean views. Incredible experience.
4632,Manly,Private room,168.94,4.2,Extremely clean and modern apartment with high-speed wifi.
4633,Manly,Shared room,450.54,4.1,Extremely clean and modern apartment with high-speed wifi.
4634,Manly,Shared room,238.61,2.6,Luxury villa with a pool and ocean views. Incredible experience.
4635,Darlinghurst,Shared room,218.74,4.4,"Very noisy and bustling, great for nightlife but hard to sleep."
4636,Newtown,Shared room,660.29,4.6,Extremely clean and modern apartment with high-speed wifi.
4637,Manly,Private room,510.0,3.4,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4638,Darlinghurst,Private room,344.15,4.1,"Quiet and peaceful, the perfect romantic getaway."
4639,Parramatta,Entire home/apt,215.73,4.9,"Quiet and peaceful, the perfect romantic getaway."
4640,Parramatta,Entire home/apt,778.38,2.8,"Very noisy and bustling, great for nightlife but hard to sleep."
4641,Surry Hills,Entire home/apt,193.16,3.5,"Basic room, clean but tiny. The host was very friendly."
4642,Surry Hills,Entire home/apt,110.53,2.8,Extremely clean and modern apartment with high-speed wifi.
4643,Parramatta,Shared room,627.66,3.2,Extremely clean and modern apartment with high-speed wifi.
4644,Darlinghurst,Shared room,262.33,2.8,"Terrible experience, the place was dirty and loud."
4645,Surry Hills,Entire home/apt,605.59,3.4,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4646,Parramatta,Entire home/apt,227.56,4.8,"Terrible experience, the place was dirty and loud."
4647,Darlinghurst,Entire home/apt,760.12,4.5,A bit outdated but very affordable and cozy.
4648,Darlinghurst,Shared room,598.04,4.6,"Terrible experience, the place was dirty and loud."
4649,Bondi,Private room,750.45,3.6,Luxury villa with a pool and ocean views. Incredible experience.
4650,Darlinghurst,Entire home/apt,652.11,3.3,"Very noisy and bustling, great for nightlife but hard to sleep."
4651,Bondi,Entire home/apt,642.84,2.5,"Quiet and peaceful, the perfect romantic getaway."
4652,Manly,Private room,612.18,3.3,Extremely clean and modern apartment with high-speed wifi.
4653,Darlinghurst,Entire home/apt,223.08,3.5,Luxury villa with a pool and ocean views. Incredible experience.
4654,Surry Hills,Entire home/apt,733.28,4.3,"Basic room, clean but tiny. The host was very friendly."
4655,Bondi,Private room,77.94,4.2,"Basic room, clean but tiny. The host was very friendly."
4656,Bondi,Shared room,281.61,4.2,Luxury villa with a pool and ocean views. Incredible experience.
4657,Newtown,Shared room,335.35,4.5,"Terrible experience, the place was dirty and loud."
4658,Bondi,Private room,626.7,3.8,A bit outdated but very affordable and cozy.
4659,Darlinghurst,Entire home/apt,648.7,3.5,A bit outdated but very affordable and cozy.
4660,Newtown,Entire home/apt,260.06,4.4,"Basic room, clean but tiny. The host was very friendly."
4661,Manly,Entire home/apt,73.93,4.8,"Terrible experience, the place was dirty and loud."
4662,Newtown,Entire home/apt,735.76,4.9,Luxury villa with a pool and ocean views. Incredible experience.
4663,Newtown,Shared room,530.42,3.1,Extremely clean and modern apartment with high-speed wifi.
4664,Manly,Shared room,61.19,3.9,"Terrible experience, the place was dirty and loud."
4665,Surry Hills,Shared room,134.48,4.5,"Basic room, clean but tiny. The host was very friendly."
4666,Surry Hills,Private room,250.14,4.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4667,Darlinghurst,Shared room,261.24,3.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4668,Parramatta,Shared room,154.1,3.0,"Quiet and peaceful, the perfect romantic getaway."
4669,Manly,Entire home/apt,328.37,3.4,"Basic room, clean but tiny. The host was very friendly."
4670,Newtown,Private room,402.71,4.7,"Quiet and peaceful, the perfect romantic getaway."
4671,Bondi,Private room,106.43,3.8,"Quiet and peaceful, the perfect romantic getaway."
4672,Darlinghurst,Shared room,169.39,3.1,"Basic room, clean but tiny. The host was very friendly."
4673,Darlinghurst,Private room,361.53,3.5,Luxury villa with a pool and ocean views. Incredible experience.
4674,Bondi,Shared room,255.4,4.5,"Quiet and peaceful, the perfect romantic getaway."
4675,Bondi,Private room,182.1,4.0,"Terrible experience, the place was dirty and loud."
4676,Surry Hills,Shared room,333.1,4.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4677,Surry Hills,Entire home/apt,695.67,2.9,Luxury villa with a pool and ocean views. Incredible experience.
4678,Surry Hills,Entire home/apt,438.4,4.5,A bit outdated but very affordable and cozy.
4679,Darlinghurst,Private room,141.32,4.1,Extremely clean and modern apartment with high-speed wifi.
4680,Surry Hills,Private room,650.35,4.6,Luxury villa with a pool and ocean views. Incredible experience.
4681,Manly,Private room,219.19,4.1,"Basic room, clean but tiny. The host was very friendly."
4682,Surry Hills,Private room,253.43,2.7,A bit outdated but very affordable and cozy.
4683,Darlinghurst,Shared room,679.39,4.3,Luxury villa with a pool and ocean views. Incredible experience.
4684,Parramatta,Private room,238.57,3.1,"Very noisy and bustling, great for nightlife but hard to sleep."
4685,Parramatta,Private room,244.93,4.8,A bit outdated but very affordable and cozy.
4686,Surry Hills,Private room,189.14,4.7,A bit outdated but very affordable and cozy.
4687,Darlinghurst,Entire home/apt,618.86,3.7,"Terrible experience, the place was dirty and loud."
4688,Newtown,Shared room,313.6,2.8,"Very noisy and bustling, great for nightlife but hard to sleep."
4689,Parramatta,Private room,637.32,4.7,"Very noisy and bustling, great for nightlife but hard to sleep."
4690,Parramatta,Entire home/apt,661.85,2.5,A bit outdated but very affordable and cozy.
4691,Bondi,Private room,481.58,4.6,"Very noisy and bustling, great for nightlife but hard to sleep."
4692,Bondi,Private room,744.84,4.3,"Basic room, clean but tiny. The host was very friendly."
4693,Manly,Shared room,683.62,3.5,Luxury villa with a pool and ocean views. Incredible experience.
4694,Parramatta,Shared room,623.47,4.9,Luxury villa with a pool and ocean views. Incredible experience.
4695,Newtown,Private room,199.83,4.0,Luxury villa with a pool and ocean views. Incredible experience.
4696,Newtown,Shared room,423.94,4.3,Extremely clean and modern apartment with high-speed wifi.
4697,Darlinghurst,Entire home/apt,176.28,3.6,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4698,Darlinghurst,Private room,773.01,4.5,Extremely clean and modern apartment with high-speed wifi.
4699,Darlinghurst,Shared room,607.84,4.5,Extremely clean and modern apartment with high-speed wifi.
4700,Bondi,Private room,740.42,3.9,"Terrible experience, the place was dirty and loud."
4701,Parramatta,Entire home/apt,533.4,4.9,Extremely clean and modern apartment with high-speed wifi.
4702,Newtown,Shared room,713.18,2.7,"Terrible experience, the place was dirty and loud."
4703,Manly,Entire home/apt,84.88,3.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4704,Parramatta,Private room,766.71,3.1,"Very noisy and bustling, great for nightlife but hard to sleep."
